label-coarse,label-fine,text
1,23,"b""What common ailment can 't you catch at the North Pole ?"""
0,7,b'What does the name Gina mean ?'
1,20,b'What is a 2-sided object called ?'
4,40,b'What is the length of border between the Ukraine and Russia ?'
0,12,b'What is the difference between New York-style and Chicago-style pizza ?'
4,27,b'How long does it take the moon to revolve around the Earth ?'
0,0,"b'How does Cos Cob , CT get its name ?'"
3,4,b'Who was the 16th President of the United States ?'
0,0,b'How can you prevent it ?'
1,20,b'How do you say 2 in Latin ?'
5,18,b'What Asian country has a bill of rights for cows ?'
1,17,b'What nutrients are for healthy bones and teeth ?'
0,0,b'How do ants have sex ?'
3,4,b'What name does the world know Renaissance artist Kyriakos Theotokopoulos by ?'
0,7,b'What is a Certified Nurse Midwife ?'
0,7,b'What is the theory of equivalence states ?'
5,14,b'What is the web address of the list of e-mail addresses of members of the House of Representatives ?'
0,9,b'What is the function of RAM ?'
4,40,b'How deep is a fathom ?'
0,12,b'What are my legal rights in an automobile repossession in California ?'
4,8,b'When was Christ born ?'
4,32,b'How big is the largest diamond ?'
1,14,b'Which sex is twice as likely to contract leprosy ?'
0,12,b'What is the use of a 24-hour clock instead of a 12-hour clock ?'
4,8,b'In what year did China and the Republic of Korea establish diplomatic relations ?'
1,14,b'What is the fastest commercial automobile that can be bought in the US ?'
1,14,"b'What is the longest chemical name , consisting of 35 letters ?'"
3,4,b'What President became Chief Justice after his presidency ?'
0,9,b'Why do eyes sometimes look red in photographs ?'
5,14,b'Where is the Mayo Clinic ?'
5,14,b'What Mediterranean island is home to the first Club Med ?'
3,4,"b""Which classical Spanish writer said `` All that glitters is not gold '' ?"""
1,44,b'What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?'
0,7,b'What is limbo ?'
3,4,b'What Mormon leader was said to have had 27 wives ?'
4,13,b'How many pairs of wings does a tsetse fly have ?'
5,21,"b""What city 's the kickoff point for climbs of Mount Everest ?"""
0,0,b'How do you get bubblegum out of carpet ?'
4,38,"b""Independent silversmith 's account for what percentage of silver production ?"""
5,14,b'What planet gave bith to Superman ?'
0,9,b'What makes popcorn pop ?'
1,31,"b'What are other ways of getting stretch marks besides pregnancy , weight loss , and weight lifting ?'"
0,0,"b'How can people from Ireland come to the U.S. , work , and then return to Ireland ?'"
3,5,b'What was the name of the Confederate mounted guerrilla group with which Jesse James and Coleman Younger had ridden ?'
1,20,b'Aspartame is also called what ?'
5,21,b'What is the largest city in Texas ?'
0,9,"b""Why do roosters sing at five o 'clock in the morning ?"""
3,4,"b""What are the characters ' names in the Scooby-Doo cartoon ?"""
5,21,"b""What U.S. city 's skyline boasts the Gateway Arch ?"""
5,18,"b""What country did the Allies invade in World War II 's Operation Avalanche ?"""
3,5,b'Which organization is the Security Council a part of ?'
4,13,b'How many bottles of wine were prisoners in the Bastille allowed per day ?'
0,7,b'What is saltpeter ?'
5,14,b'What body of water does the Danube River flow into ?'
1,2,b'What common livestock have the greatest variety of breeds ?'
0,0,b'How do windmills work ?'
5,21,b'The Kentucky Horse Park is located near what city ?'
5,14,"b""Where was `` I have fallen , and I can 't get up '' said first ?"""
1,14,"b'What did British companies stick 175 , 0 tons of tea into in 1982 ?'"
4,40,b'How deep is a fathom ?'
5,18,b'What country borders the most others ?'
1,26,b'What product did William Horlick discover and produce ?'
3,4,b'Who invented the horoscope ?'
1,31,b'What eating utensils are used for handicapped kids ?'
5,14,b'Where can stocks be traded on-line ?'
1,33,b'Ray Charles plays which instrument ?'
3,6,"b""What did Andy Hardy 's father do for a living ?"""
5,21,"b'What two Japanese cities are spelled with the letters K , O , O , T and Y ?'"
5,21,b'What city is the Kentucky Horse Park near ?'
1,14,b'Which is the best opening move in chess ?'
2,3,b'What does MSG stand for ?'
3,4,b'Who recorded the 1957 hit Tammy ?'
3,5,b'Woodrow Wilson served as president of what university ?'
3,4,b'Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?'
1,1,"b'What Boris Pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ?'"
1,19,b'What is the predominant color of the Tab label ?'
0,0,b'How do I install a tile floor ?'
3,4,b'Who awarded The Flying Fickle Finger of Fate ?'
5,21,b'Which city in Canada is the least-populated ?'
4,8,b'In which year was New Zealand excluded from the ANZUS alliance ?'
1,22,b'Which ear can most people hear better with ?'
0,0,b'How does it make its colors ?'
5,14,b'What are the names of the tourist attractions in Reims ?'
3,4,b'Who owns the rights on a TV program ?'
0,7,"b'What does the Greek word polis mean , as in Minneapolis ?'"
5,11,b'What state in the United States covers the largest area ?'
0,12,b'What is the root of all evil ?'
0,0,b'How do I start a web based business ?'
5,21,b'What were the first three cities to have a population of more than a million ?'
5,14,"b'Where was the Cisalpine Republic , 1797-185 , ?'"
1,1,b'What hymn did John Steinbeck get his title The Grapes of Wrath from ?'
1,17,b'What two vegetables are combined in succotash ?'
1,17,"b""What 's the most extensively grown and eaten food ?"""
5,14,"b""Where do the adventures of `` The Swiss Family Robinson '' take place ?"""
0,0,b'How would I find the price of different organs that have been donated ?'
0,9,b'Why does the sun shine only a short time in Alaska ?'
3,5,b'What record company produced the 1978 movie The Wiz ?'
3,4,b'Who was the second man to walk on the moon ?'
3,4,b'What hard-of hearing artist painted Sunflowers ?'
4,40,b'How long is the border between Canada and the 48 conterminous states ?'
1,14,b'What is the electronic device used to produce visual displays corresponding to electric signals ?'
5,14,b'What were the first bodies visited by spacecraft ?'
1,20,b'What is the name for clouds that produce rain ?'
4,13,b'How many films are made by the major studios in a year ?'
1,23,b'What is a fear of clouds ?'
3,4,b'What two baseball players make up the battery ?'
1,10,b'What was the tragedy that struck the city of Dogtown in 1899 ?'
5,14,"b""What 's the longest river in Canada ?"""
1,1,b'What J.R.R. Tolkien book features Bilbo Baggins as the central character ?'
3,4,"b""Who said : `` What contemptible scoundrel stole the cork from my lunch ? ''"""
1,14,"b""What 's the second-most-used murder weapon in the U.S. ?"""
3,4,b'What was the name of the US helicopter pilot shot down over North Korea ?'
0,0,b'How do I make fuel bricks from recycled newspaper ?'
3,4,"b'What was the name of the first Watergate special prosecutor , later fired by Nixon ?'"
1,1,"b'What TV show premiered on January 15 , 1981 ?'"
4,13,b'How many Beanie Baby sites are there ?'
0,7,b'What is a dental root canal ?'
0,0,b'How can I transport files from one computer to another ?'
5,11,b'What state produces the best lobster to eat ?'
0,9,"b'What is the claim to fame of Agra , India ?'"
5,14,b'In what area of the world was the Six Day War fought ?'
3,4,b'What was the Christian name of the title character in Our Miss Brooks ?'
3,4,"b""Who played the part of the Godfather in the movie , ` The Godfather ' ?"""
5,14,b'What are the largest libraries in the US ?'
1,1,"b'What magazine gives us the cream , not the skim ?'"
1,10,"b'What events happened January 26 , 1978 ?'"
0,7,b'What is yohimbine ?'
5,14,"b'Where is Natchitoches , Louisiana ?'"
4,8,b'When is the Sun closest to the Earth ?'
4,13,b'What is the estimated total U.S. whitetail deer population ?'
2,34,b'What is the abbreviation of General Motors ?'
0,7,b'What are amaretto biscuits ?'
4,8,b'What geological time do we live in ?'
4,8,b'When did Mount St. Helen last have a major eruption ?'
0,0,b'How is saline used in medicine ?'
1,1,b'Stuart Hamblen is considered to be the first singing cowboy of which medium ?'
1,29,b'What chess outcome results when a player has no legal move ?'
4,8,b'What year was the first automobile manufactured ?'
4,13,b'How many times more than 3'
3,4,b'Who followed Willy Brandt as chancellor of the Federal Republic of Germany ?'
1,20,b'What tennis term is said to come from the French word for egg ?'
5,18,b'What country are you in if you woo in the Wu dialect ?'
5,18,b'What country did the ancient Romans refer to as Hibernia ?'
1,17,b'Which thrilled taste buds first - Snickers or 3 Musketeers ?'
1,23,b'What is a fear of weakness ?'
1,2,b'What terror of the sea did Johnny Horton sing about ?'
3,4,b'Silly putty was invented by whom ?'
1,20,b'The operating system that runs on IBM-compatible machines is called what ?'
3,4,b'What famous film and TV cowboy lent his name to a fast food chain ?'
5,14,b'Where does the tennis star Stefan Edberg come from ?'
0,7,b'What is usenet for the Internet ?'
1,19,"b""What color were Ernest Hemingway 's eyes ?"""
1,14,"b""What 's destroyed in Genesis 19 : 24 ?"""
0,0,b'How do you make a million bucks ?'
0,0,b'How was Lawrence'
0,0,b'How successful is arometherapy ?'
3,4,b'Who does the voices of the Simpsons ?'
0,7,b'What is titanium ?'
3,4,"b""Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?"""
0,12,"b""What is the history of `` the toast '' ?"""
4,13,"b""How many times a day should you take a prescription marked `` q.i.d . '' ?"""
0,0,b'How was the element calcium named ?'
1,37,b'What are the languages spoken by the natives in Afghanistan ?'
0,12,b'What is the song Stairway to Heaven by Led Zeppelin about ?'
1,20,b'Aspartame is known by what other name ?'
3,4,"b""What TV talk-show host lends his name to a line of men 's clothing ?"""
3,4,b'Who is the owner of CNN ?'
3,4,b'What has been the most common Christian name of U.S. presidents ?'
1,26,b'What is the fastest computer ?'
3,4,b'Which of the Seven Dwarfs comes first alphabetically ?'
1,23,b'What is chronic constipation a symptom of ?'
1,14,b'What wheel did Blaise Pascal invent in a search for perpetual motion ?'
4,13,b'How many letters appear with the numbers 2 to 9 on a telephone dial ?'
0,7,"b""What 's the staff of life mentioned in the Lord 's Prayer ?"""
0,9,b'Why are haunted houses popular ?'
0,12,b'What is the origin of infinity ?'
0,9,b'Why do heavier objects travel downhill faster ?'
3,4,"b""Who was Randy Steven Craft 's lawyer ?"""
5,18,b'What country is home to Heineken beer ?'
3,4,"b'What two historical figures , who fought each other in a famous battle , each have a food named after them ?'"
4,14,"b'What is the approximate population of Las Vegas , N.M ?'"
0,0,b'How can SQL queries be improved ?'
4,8,b'In what year did the Bounty mutiny happen ?'
3,4,"b""Who wrote `` Much Ado About Nothing '' ?"""
4,8,b'When was the slinky invented ?'
0,7,b'What is an ecological niche ?'
0,7,"b""What is the `` 7-minute cigarette '' ?"""
3,4,"b""What Chilean president was killed in a 1973 coup d 'etat ?"""
3,4,"b""What TV family sometimes buys eclairs from Nelson 's Bakery ?"""
3,4,"b""Name of heroine in `` Scruples '' ?"""
1,2,"b""What is Dudley Do-Right 's horse 's name ?"""
3,4,b'Who invented baseball ?'
3,4,"b""What Frenchman claimed the following ? If God did not exist , it would be necessary to invent him . ''"""
3,4,b'Who is the President of Pergament ?'
5,14,b'Where does the weird shape of the dinner fish knife originate from ?'
4,13,b'How many colonies did Germany get to keep after World War I ?'
5,14,b'What Caribbean island is sometimes called Little England ?'
4,13,b'How many calories are there in soy sauce ?'
3,4,b'What little boy and dog live in a shoe ?'
0,7,"b""What does `` antidisestablishmentarianism '' mean ?"""
5,14,b'What island is home to statues called Mauis ?'
3,4,b'Who won World War II ?'
5,14,"b'Where can I find a tape or book to help me say , write and understand Japanese ?'"
3,4,b'Who earns their money the hard way ?'
3,4,b'What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?'
3,4,b'Who discovered imaginary numbers ?'
4,13,b'How many different languages are spoken in Europe ?'
1,37,b'What is one of the languages spoken by the Sioux called ?'
0,0,b'How do birds have sex ?'
3,4,"b""What TV character said ; `` One of these days , Alice , pow , right in the kisser '' ?"""
0,12,b'What is the design of the ship Titanic ?'
0,12,b'What do economists do ?'
3,4,"b'Who delivered his last newscast on March 6 , 1981 ?'"
4,8,b'What year did the War of 1812 begin ?'
3,4,b'Who followed Caesar ?'
3,5,"b'What new middle school was built in Philadelphia , Pennsylvania last year ?'"
0,12,b'What are the major differences in the Catholic and Methodist religions ?'
1,1,"b""What 's the biggest-selling U.S. magazine aimed at a black audience ?"""
0,9,b'Why does tuberculosis afflict people ?'
4,8,b'On what day were John F and Jackie Kennedy married ?'
1,31,b'Name a technique widely used to detect birth defects ?'
0,12,b'What is the origin of the word Ozymandias ?'
3,4,"b""Who said `` Give me liberty or give me death '' ?"""
0,0,b'How do you address a Chinese person ?'
5,14,b'Where are the Haversian canals ?'
4,8,b'When did Jaco Pastorius die ?'
0,7,b'What is an Angelus ?'
0,7,b'What is mandibulofacial dysostosis ?'
1,23,b'What is a fear of touching ?'
0,7,"b""What is the `` fourth dimension '' ?"""
0,0,b'How did people respond to the idea of the first millenium ?'
3,4,"b""Who was America 's first Public Enemy No. 1 ?"""
1,17,b'What food of the three bears did Goldilocks eat ?'
0,7,b'What is the Golden Rule ?'
5,21,b'What two cities usually mark the extremes of English Channel swims ?'
0,9,b'What caused the Titanic to sink ?'
0,12,"b""What is the origin of the word ` posh ' ?"""
